run,E_heat_kWh,E_cool_kWh,E_plug_kWh,E_light_kWh,E_total_kWh,CO2_exceed_hours,mean_occupancy,strategy
94,44402.03109747368,0.0,725.7,556.925,45684.656097473686,0.0,15.475142045454547,fixed
95,44665.32766210526,0.0,713.5,547.775,45926.60266210526,0.0,16.054450757575758,fixed
96,44864.447066315784,0.0,737.8,566.125,46168.37206631579,0.0,16.540719696969695,fixed
97,44523.12957221053,0.0,729.05,559.5999999999999,45811.77957221052,0.0,16.3046875,fixed
98,45909.93670547368,0.0,691.3999999999999,530.55,47131.886705473684,0.0,15.614346590909092,fixed
99,45309.33583642104,0.0,720.2249999999999,552.825,46582.38583642105,0.0,14.787405303030303,fixed
0,16191.883187221052,0.0,699.425,536.625,17427.933187221053,0.0,15.875236742424242,occ_based
1,15980.224085957896,0.0,711.825,546.8249999999999,17238.874085957897,0.0,16.10558712121212,occ_based
2,16506.703018842105,0.0,726.5749999999999,557.9499999999999,17791.228018842106,0.0,16.227272727272727,occ_based
3,15671.705662673685,0.0,705.3499999999999,540.7,16917.755662673684,0.0,14.418087121212121,occ_based
4,16209.2441512,0.0,698.0749999999999,535.525,17442.8441512,0.0,15.203361742424242,occ_based
5,15569.3361544,0.0,715.15,549.1999999999999,16833.6861544,0.0,15.397490530303031,occ_based
6,16080.512563389471,0.0,735.35,564.45,17380.312563389474,0.0,16.060606060606062,occ_based
7,16534.827218042105,0.0,721.0,553.675,17809.502218042107,0.0,16.8766571969697,occ_based
8,16050.596680063158,0.0,696.175,534.425,17281.196680063156,0.0,15.913589015151516,occ_based
9,16006.209797852633,0.0,736.75,565.8,17308.759797852632,0.0,15.274147727272727,occ_based
10,16267.859379768423,0.0,737.375,566.1999999999999,17571.43437976842,0.0,17.184895833333332,occ_based
11,16666.601643305265,0.0,727.875,558.625,17953.101643305265,0.0,18.57410037878788,occ_based
12,15797.357842547368,0.0,738.525,567.025,17102.907842547367,0.0,15.804924242424242,occ_based
13,16188.731878547369,0.0,733.875,563.525,17486.131878547367,0.0,16.11624053030303,occ_based
14,16093.510136778948,0.0,705.8499999999999,541.375,17340.73513677895,0.0,15.413589015151516,occ_based
15,16454.712648610526,0.0,725.375,556.275,17736.362648610528,0.0,16.863873106060606,occ_based
16,15952.364731263158,0.0,715.45,549.4749999999999,17217.289731263158,0.0,15.879024621212121,occ_based
17,16008.531997747366,0.0,716.3,549.8499999999999,17274.681997747368,0.0,16.115056818181817,occ_based
18,15975.632735747367,0.0,709.3,544.15,17229.082735747368,0.0,14.929924242424242,occ_based
19,16064.15394168421,0.0,724.4,556.05,17344.60394168421,0.0,16.33475378787879,occ_based
20,15801.95897183158,0.0,733.275,562.275,17097.50897183158,0.0,14.49502840909091,occ_based
21,16340.007223431578,0.0,718.9499999999999,551.5999999999999,17610.557223431577,0.0,17.09280303030303,occ_based
22,16276.495983242105,0.0,747.4499999999999,573.675,17597.620983242105,0.0,16.509232954545453,occ_based
23,16078.97819665263,0.0,711.15,545.425,17335.55319665263,0.0,15.257575757575758,occ_based
24,15766.278120021052,0.0,703.6999999999999,540.05,17010.028120021052,0.0,14.250946969696969,occ_based
25,16121.728555389473,0.0,738.25,566.7249999999999,17426.703555389475,0.0,16.014204545454547,occ_based
26,16070.845626189472,0.0,721.9749999999999,554.0999999999999,17346.920626189472,0.0,16.609848484848484,occ_based
27,15711.661659031579,0.0,677.275,519.75,16908.68665903158,0.0,14.219696969696969,occ_based
28,15881.07114496842,0.0,736.675,565.3,17183.046144968423,0.0,15.336410984848484,occ_based
29,16397.847127536843,0.0,714.0999999999999,548.3499999999999,17660.297127536844,0.0,17.122632575757574,occ_based
30,16292.8910264,0.0,699.925,538.05,17530.8660264,0.0,15.667376893939393,occ_based
31,15746.261330105262,0.0,723.4749999999999,555.0999999999999,17024.836330105263,0.0,15.421638257575758,occ_based
32,16254.696236736843,0.0,683.2249999999999,524.9749999999999,17462.896236736844,0.0,17.341145833333332,occ_based
33,16141.157441600002,0.0,732.95,562.5999999999999,17436.707441600003,0.0,16.337357954545453,occ_based
34,15937.537562757894,0.0,719.525,552.175,17209.237562757895,0.0,15.276751893939394,occ_based
35,15810.275772357894,0.0,726.175,557.1,17093.550772357896,0.0,14.274857954545455,occ_based
36,15726.899953410526,0.0,733.675,562.375,17022.949953410527,0.0,15.55184659090909,occ_based
37,15740.55044418947,0.0,708.0249999999999,543.05,16991.62544418947,0.0,14.649384469696969,occ_based
38,16107.446758905262,0.0,736.3249999999999,565.5,17409.271758905263,0.0,16.417140151515152,occ_based
39,16145.316110905263,0.0,725.3,556.9749999999999,17427.591110905265,0.0,18.18560606060606,occ_based
40,15774.78743296842,0.0,708.85,544.5999999999999,17028.23743296842,0.0,14.405066287878787,occ_based
41,16326.76634578947,0.0,711.525,546.0999999999999,17584.39134578947,0.0,16.60535037878788,occ_based
42,16075.283153705263,0.0,749.3,575.7249999999999,17400.308153705264,0.0,16.24810606060606,occ_based
43,16236.311073052631,0.0,711.4749999999999,546.025,17493.81107305263,0.0,16.298295454545453,occ_based
44,15791.793127621051,0.0,687.675,527.0,17006.468127621054,0.0,15.110085227272727,occ_based
45,15980.615949789473,0.0,738.75,567.175,17286.540949789473,0.0,15.888967803030303,occ_based
46,15931.667603410526,0.0,743.5749999999999,570.675,17245.917603410526,0.0,14.673532196969695,occ_based
47,15806.467877326317,0.0,727.9,558.8249999999999,17093.192877326317,0.0,16.06628787878788,occ_based
48,16411.326936063157,0.0,727.375,558.275,17696.976936063158,0.0,16.97750946969697,occ_based
49,16143.745767073684,0.0,718.65,551.4749999999999,17413.870767073684,0.0,16.316051136363637,occ_based
50,16327.459709684212,0.0,712.1499999999999,546.75,17586.35970968421,0.0,16.885179924242426,occ_based
51,15876.871409347368,0.0,744.875,571.15,17192.896409347366,0.0,16.49621212121212,occ_based
52,15748.275839642105,0.0,730.575,561.775,17040.625839642104,0.0,14.879498106060606,occ_based
53,16587.70249456842,0.0,690.175,529.75,17807.62749456842,0.0,17.133285984848484,occ_based
54,16084.964998357897,0.0,717.275,550.9499999999999,17353.189998357895,0.0,15.052320075757576,occ_based
55,16003.768618947368,0.0,721.125,553.35,17278.243618947366,0.0,14.826704545454545,occ_based
56,15940.454958715789,0.0,736.9499999999999,565.4499999999999,17242.85495871579,0.0,15.309422348484848,occ_based
57,16467.89220551579,0.0,722.0999999999999,554.3499999999999,17744.342205515786,0.0,17.88091856060606,occ_based
58,16240.732148336841,0.0,746.625,573.55,17560.907148336843,0.0,15.925662878787879,occ_based
59,16024.980875957895,0.0,725.4749999999999,556.125,17306.580875957894,0.0,15.488399621212121,occ_based
60,15903.731222905262,0.0,705.9749999999999,541.95,17151.65622290526,0.0,16.21188446969697,occ_based
61,16095.2760476,0.0,704.6999999999999,541.125,17341.1010476,0.0,15.757102272727273,occ_based
62,16256.281087242103,0.0,775.55,595.025,17626.856087242104,0.0,17.255445075757574,occ_based
63,16469.111111642105,0.0,701.875,538.05,17709.036111642105,0.0,16.100142045454547,occ_based
64,15900.833500042107,0.0,738.025,566.675,17205.533500042104,0.0,16.645359848484848,occ_based
65,16496.282400084212,0.0,721.975,554.5999999999999,17772.857400084213,0.0,16.841145833333336,occ_based
66,16061.206560168419,0.0,697.9,535.8,17294.90656016842,0.0,15.7265625,occ_based
67,15905.528768547367,0.0,695.65,533.175,17134.353768547368,0.0,15.759943181818182,occ_based
68,15853.288990547368,0.0,754.175,578.675,17186.138990547366,0.0,15.320549242424242,occ_based
69,16434.404627789474,0.0,716.8499999999999,550.875,17702.129627789473,0.0,16.57694128787879,occ_based
70,16396.305827199998,0.0,743.825,570.375,17710.5058272,0.0,16.83475378787879,occ_based
71,16506.15700633684,0.0,735.875,564.7,17806.732006336842,0.0,16.194839015151516,occ_based
72,16409.521912863158,0.0,730.65,560.5999999999999,17700.771912863158,0.0,16.249763257575758,occ_based
73,16008.710190757894,0.0,687.2249999999999,527.5749999999999,17223.510190757894,0.0,14.706912878787879,occ_based
74,15963.389711936841,0.0,721.8,554.0999999999999,17239.28971193684,0.0,16.366714015151516,occ_based
75,16050.447537073684,0.0,706.9499999999999,541.9499999999999,17299.347537073685,0.0,14.960464015151516,occ_based
76,15848.262268399998,0.0,714.525,548.7249999999999,17111.512268399998,0.0,14.808238636363637,occ_based
77,16302.062564063157,0.0,733.6999999999999,563.4749999999999,17599.237564063158,0.0,16.767992424242426,occ_based
78,15870.778958252631,0.0,664.8499999999999,510.12499999999994,17045.75395825263,0.0,13.992660984848484,occ_based
79,15435.504270757894,0.0,725.275,556.5999999999999,16717.379270757894,0.0,14.184185606060606,occ_based
80,15947.60760831579,0.0,749.05,574.925,17271.582608315788,0.0,15.276988636363637,occ_based
81,15940.878178442108,0.0,715.15,549.3249999999999,17205.353178442107,0.0,15.53622159090909,occ_based
82,16146.260372610524,0.0,723.45,555.65,17425.360372610525,0.0,15.859611742424242,occ_based
83,16256.472163642105,0.0,727.9749999999999,558.9499999999999,17543.397163642105,0.0,16.26467803030303,occ_based
84,16476.942588589474,0.0,717.3499999999999,551.1999999999999,17745.492588589474,0.0,16.023674242424242,occ_based
85,16037.342316947368,0.0,729.8249999999999,559.9749999999999,17327.142316947367,0.0,16.667140151515152,occ_based
86,16268.31311014737,0.0,748.4,573.8249999999999,17590.53811014737,0.0,16.468039772727273,occ_based
87,15737.728984821053,0.0,688.3499999999999,528.625,16954.70398482105,0.0,14.508996212121213,occ_based
88,15943.39134056842,0.0,712.6499999999999,547.025,17203.06634056842,0.0,15.556344696969697,occ_based
89,16124.971740610526,0.0,723.8499999999999,555.525,17404.346740610526,0.0,15.03125,occ_based
90,16202.089154652629,0.0,755.5,579.75,17537.33915465263,0.0,16.356060606060606,occ_based
91,16004.554982189475,0.0,717.4,550.525,17272.479982189474,0.0,15.918323863636363,occ_based
92,16106.63906288421,0.0,724.375,556.175,17387.18906288421,0.0,15.906960227272727,occ_based
93,16389.13941353684,0.0,734.975,564.6999999999999,17688.814413536842,0.0,16.751657196969695,occ_based
94,15810.077058336843,0.0,725.7,556.925,17092.702058336843,0.0,15.475142045454547,occ_based
95,15932.104014357896,0.0,713.5,547.775,17193.379014357895,0.0,16.054450757575758,occ_based
96,16125.923962589473,0.0,737.8,566.125,17429.848962589473,0.0,16.540719696969695,occ_based
97,16070.127362021052,0.0,729.05,559.5999999999999,17358.777362021054,0.0,16.3046875,occ_based
98,16343.86744616842,0.0,691.3999999999999,530.55,17565.817446168418,0.0,15.614346590909092,occ_based
99,16088.50827328421,0.0,720.2249999999999,552.825,17361.55827328421,0.0,14.787405303030303,occ_based
